filename,team,method,board,score,m_plus,delta_m_plus,m_cross,delta_m_cross,c_plus,delta_c_plus,c_cross,delta_c_cross
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_ksb-ksb-epfl_ksb_gc_4-2013-12-10T11:13:09.503257+00:00.g3,EPFL_KSB,KSB,control-ground-constant-post,120.687763938,0.0108799908335,0.0138905007165,0.0161563671383,0.00862228665318,0.00356494989846,0.000350595218424,-0.000100762104727,0.000219650273513
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_ksb-ksb-epfl_ksb_sc_4-2013-12-10T11:13:41.780281+00:00.g3,EPFL_KSB,KSB,control-space-constant-post,0.172868657217,-12.3390518431,64.9564402482,16.8777642544,32.1507858491,-1.70242830043,1.55900071432,0.9258652851,0.855471076361
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_ksb-ksb-epfl_ksb_sv_4-2013-12-10T11:14:10.412496+00:00.g3,EPFL_KSB,KSB,control-space-variable-post,0.0300721672789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_ksb-ksb-epfl_ksb_gc_5-2013-12-10T11:19:52.867624+00:00.g3,EPFL_KSB,KSB,control-ground-constant-post,58.409562306,0.0143265641652,0.0251471925087,0.0219235815161,0.0131857597545,0.00800993923886,0.000634713292939,6.69102010892e-05,0.000335903438735
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_ksb-ksb-epfl_ksb_gv_5-2013-12-10T11:20:19.564679+00:00.g3,EPFL_KSB,KSB,control-ground-variable-post,218.024471128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_ksb-ksb-epfl_ksb_gc_6-2013-12-10T11:24:09.900501+00:00.g3,EPFL_KSB,KSB,control-ground-constant-post,122.071125489,0.022723254074,0.00732839665076,0.0325252573657,0.00591136320639,0.000619171772092,0.000184968193509,-0.000107396062408,0.000150590278119
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_ksb-ksb-epfl_ksb_gv_6-2013-12-10T11:24:33.704523+00:00.g3,EPFL_KSB,KSB,control-ground-variable-post,397.954837087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/home/jaz/great3-private/server/great3/leaderboard/../../results/megalut-megalut-bonn_megalut_csc_v3-2013-12-10T11:51:02.373187+00:00.g3,MegaLUT,MegaLUT,control-space-constant-post,52.1347235619,-0.0688432644744,0.0117038173667,-0.0645898564661,0.0104553200642,-0.000289515246225,0.000280899931789,0.000335009033863,0.000278196120958
/home/jaz/great3-private/server/great3/leaderboard/../../results/megalut-megalut-bonn_megalut_csc_v31-2013-12-10T11:58:30.979627+00:00.g3,MegaLUT,MegaLUT,control-space-constant-post,62.5473704447,-0.0655556134542,0.00866200999596,-0.0436551765011,0.00780326007149,-2.85216517652e-05,0.000207894393837,4.46644876438e-05,0.000207629863973
/home/jaz/great3-private/server/great3/leaderboard/../../results/megalut-megalut-bonn_megalut_rsc_v3-2013-12-10T12:07:37.086258+00:00.g3,MegaLUT,MegaLUT,real_galaxy-space-constant-post,63.773819071,-0.0549461100968,0.00786605247372,-0.0541063118039,0.00855605065371,9.84408278e-05,0.000205821795427,0.000442642514393,0.000208124004583
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_mlp-mlp-mlp3-2013-12-10T12:16:41.971708+00:00.g3,EPFL_MLP,MLP,control-ground-variable-post,18.6611665047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_gfit-gfit-epfl_gfit_2_cgv_gbds-2013-12-11T07:57:55.992688+00:00.g3,EPFL_gfit,gfit,control-ground-variable-post,989.247147379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_gfit-gfit-epfl_gfit_1_rgv_gbds-2013-12-11T09:07:32.200626+00:00.g3,EPFL_gfit,gfit,real_galaxy-ground-variable-post,610.93490334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_gfit-gfit-epfl_gfit_1_rgc_gbds-2013-12-11T11:43:35.070282+00:00.g3,EPFL_gfit,gfit,real_galaxy-ground-constant-post,478.379576562,0.00597009278565,0.00409214810115,0.00684660983306,0.00384926966706,-0.000256138432817,9.9180178615e-05,0.000102027775667,9.49531184202e-05
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_gfit-gfit-epfl_gfit_3_cgv_gbds-2013-12-12T10:44:07.073633+00:00.g3,EPFL_gfit,gfit,control-ground-variable-post,739.933689535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_mlp-mlp-mlp4-2013-12-12T11:24:20.004062+00:00.g3,EPFL_MLP,MLP,control-ground-variable-post,16.1901352991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/home/jaz/great3-private/server/great3/leaderboard/../../results/epfl_gfit-gfit-epfl_gfit_2_rgc_gbds-2013-12-12T22:17:29.145793+00:00.g3,EPFL_gfit,gfit,real_galaxy-ground-constant-post,162.457097816,0.0195404102282,0.00424256037355,0.0221917102033,0.00455115719973,-0.000543880061082,0.000102825676205,5.30308597345e-05,0.000112267158685
